conversation_id,user_a_id,user_b_id,conversation_text,avg_response_times_minutes,message_count_a,message_count_b,conversation_days,avg_message_length,last_response_hours_ago,status
C0032,U113,U044,"[{""speaker"": ""A"", ""message"": ""What kind of practices are helping you lately?""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""B"", ""message"": ""Love that""}, {""speaker"": ""A"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""B"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""A"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""Yeah""}]",265.9,6,5,7,8.7,17,ready_for_event
C0033,U017,U044,"[{""speaker"": ""A"", ""message"": ""Are you looking more for events, community, or personal practice right now?""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""Love that""}, {""speaker"": ""B"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""A"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""B"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""Nice""}, {""speaker"": ""B"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""A"", ""message"": ""Nice""}, {""speaker"": ""B"", ""message"": ""Cool""}, {""speaker"": ""A"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""B"", ""message"": ""Same. I think finding aligned community is the hardest part.""}]",177.0,6,6,9,7.3,6,ready_for_event
C0034,U119,U035,"[{""speaker"": ""A"", ""message"": ""Do you usually go to wellness events?""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""B"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""B"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""B"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}]",240.6,4,4,2,11.2,8,healthy
C0035,U195,U103,"[{""speaker"": ""A"", ""message"": ""Nice""}, {""speaker"": ""B"", ""message"": ""How\u2019s your week going?""}, {""speaker"": ""A"", ""message"": ""Hey haha""}, {""speaker"": ""B"", ""message"": ""Love that""}, {""speaker"": ""A"", ""message"": ""Yeah totally""}, {""speaker"": ""B"", ""message"": ""Any plans this weekend?""}, {""speaker"": ""A"", ""message"": ""Same""}, {""speaker"": ""B"", ""message"": ""Love that""}, {""speaker"": ""A"", ""message"": ""Busy honestly""}, {""speaker"": ""B"", ""message"": ""Same""}, {""speaker"": ""A"", ""message"": ""Hey!""}]",929.2,6,5,7,2.0,25,stalled
C0036,U061,U013,"[{""speaker"": ""A"", ""message"": ""What kind of practices are helping you lately?""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""B"", ""message"": ""Love that""}, {""speaker"": ""A"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""B"", ""message"": ""Totally""}, {""speaker"": ""A"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""B"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""A"", ""message"": ""Totally""}, {""speaker"": ""B"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}]",293.6,6,5,11,7.9,14,ready_for_event
C0037,U075,U143,"[{""speaker"": ""A"", ""message"": ""Are you looking more for events, community, or personal practice right now?""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""B"", ""message"": ""Yeah I\u2019ve been feeling that too. It would be nice to meet people in person.""}, {""speaker"": ""A"", ""message"": ""I saw a breathwork class nearby that feels pretty aligned.""}, {""speaker"": ""B"", ""message"": ""Wait that actually sounds amazing.""}, {""speaker"": ""A"", ""message"": ""You should come if you\u2019re free.""}, {""speaker"": ""B"", ""message"": ""I\u2019d definitely be down.""}, {""speaker"": ""A"", ""message"": ""Amazing, I\u2019ll send you the details \ud83d\ude4f""}, {""speaker"": ""B"", ""message"": ""Perfect, thank you :)""}]",105.6,5,5,14,8.2,3,ready_for_event
C0038,U145,U065,"[{""speaker"": ""A"", ""message"": ""Do you usually go to wellness events?""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""Love that""}, {""speaker"": ""B"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""A"", ""message"": ""Love that""}, {""speaker"": ""B"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""B"", ""message"": ""For sure""}, {""speaker"": ""A"", ""message"": ""Haha same""}, {""speaker"": ""B"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""B"", ""message"": ""Yeah""}, {""speaker"": ""A"", ""message"": ""Totally""}, {""speaker"": ""B"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""Haha same""}, {""speaker"": ""B"", ""message"": ""Cool""}, {""speaker"": ""A"", ""message"": ""For sure""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}]",111.3,9,9,2,6.2,10,healthy
C0039,U097,U165,"[{""speaker"": ""A"", ""message"": ""Are you looking more for events, community, or personal practice right now?""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""B"", ""message"": ""Yeah I\u2019ve been feeling that too. It would be nice to meet people in person.""}, {""speaker"": ""A"", ""message"": ""There\u2019s actually a sound bath this weekend I was thinking of going to.""}, {""speaker"": ""B"", ""message"": ""Wait that actually sounds amazing.""}, {""speaker"": ""A"", ""message"": ""You should come if you\u2019re free.""}, {""speaker"": ""B"", ""message"": ""I\u2019d definitely be down.""}, {""speaker"": ""A"", ""message"": ""Amazing, I\u2019ll send you the details \ud83d\ude4f""}, {""speaker"": ""B"", ""message"": ""Perfect, thank you :)""}, {""speaker"": ""A"", ""message"": ""I think it could be a nice low-pressure way to meet.""}, {""speaker"": ""B"", ""message"": ""Agreed. I like that it\u2019s centered around practice, not just chatting.""}]",58.3,6,6,21,9.2,2,ready_for_event
C0040,U065,U101,"[{""speaker"": ""A"", ""message"": ""Yeah totally""}, {""speaker"": ""B"", ""message"": ""Yeah totally""}, {""speaker"": ""A"", ""message"": ""Same""}, {""speaker"": ""B"", ""message"": ""Hey haha""}, {""speaker"": ""A"", ""message"": ""How\u2019s your week going?""}, {""speaker"": ""B"", ""message"": ""Nice""}, {""speaker"": ""A"", ""message"": ""How\u2019s your week going?""}, {""speaker"": ""B"", ""message"": ""That\u2019s cool""}, {""speaker"": ""A"", ""message"": ""Same""}]",1801.6,5,4,2,2.1,14,shallow
C0041,U168,U145,"[{""speaker"": ""A"", ""message"": ""Not really haha""}, {""speaker"": ""B"", ""message"": ""Not really haha""}, {""speaker"": ""A"", ""message"": ""Yeah totally""}, {""speaker"": ""B"", ""message"": ""Hey!""}, {""speaker"": ""A"", ""message"": ""Same""}, {""speaker"": ""B"", ""message"": ""Hey!""}]",1926.3,3,3,6,1.8,24,shallow
C0042,U036,U048,"[{""speaker"": ""A"", ""message"": ""What kind of practices are helping you lately?""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""B"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""A"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""B"", ""message"": ""Cool""}, {""speaker"": ""A"", ""message"": ""Cool""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""B"", ""message"": ""Love that""}, {""speaker"": ""A"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""B"", ""message"": ""Cool""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""B"", ""message"": ""Love that""}, {""speaker"": ""A"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}]",389.9,8,7,11,6.9,20,ready_for_event
C0043,U026,U067,"[{""speaker"": ""A"", ""message"": ""What brought you to Sangha?""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""B"", ""message"": ""Yeah I\u2019ve been feeling that too. It would be nice to meet people in person.""}, {""speaker"": ""A"", ""message"": ""There\u2019s a meditation event next Thursday that looks really grounding.""}, {""speaker"": ""B"", ""message"": ""Wait that actually sounds amazing.""}, {""speaker"": ""A"", ""message"": ""You should come if you\u2019re free.""}, {""speaker"": ""B"", ""message"": ""I\u2019d definitely be down.""}, {""speaker"": ""A"", ""message"": ""Amazing, I\u2019ll send you the details \ud83d\ude4f""}, {""speaker"": ""B"", ""message"": ""Perfect, thank you :)""}, {""speaker"": ""A"", ""message"": ""I think it could be a nice low-pressure way to meet.""}, {""speaker"": ""B"", ""message"": ""Agreed. I like that it\u2019s centered around practice, not just chatting.""}]",8.6,6,6,16,8.2,5,ready_for_event
C0044,U186,U077,"[{""speaker"": ""A"", ""message"": ""What kind of practices are helping you lately?""}, {""speaker"": ""B"", ""message"": ""Just exploring a bit.""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""A"", ""message"": ""I think community makes practice feel more real.""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""A"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""B"", ""message"": ""Totally""}, {""speaker"": ""A"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""A"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""Do you usually go to things like this?""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}]",532.0,9,2,12,9.3,12,one_sided
C0045,U142,U128,"[{""speaker"": ""A"", ""message"": ""Are you looking more for events, community, or personal practice right now?""}, {""speaker"": ""B"", ""message"": ""Trying to get back into meditation.""}, {""speaker"": ""A"", ""message"": ""That makes sense.""}, {""speaker"": ""B"", ""message"": ""Yeah I relate to that.""}]",4002.6,2,2,7,6.5,46,stalled
C0046,U196,U117,"[{""speaker"": ""A"", ""message"": ""What brought you to Sangha?""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting more community honestly.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve had a busy week.""}, {""speaker"": ""B"", ""message"": ""Sorry just saw this.""}, {""speaker"": ""A"", ""message"": ""What kind of practices are you into?""}, {""speaker"": ""B"", ""message"": ""Yeah I relate to that.""}, {""speaker"": ""A"", ""message"": ""Sorry just saw this.""}]",1956.2,4,3,1,5.1,124,stalled
C0047,U028,U153,"[{""speaker"": ""A"", ""message"": ""Do you usually go to wellness events?""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""B"", ""message"": ""Yeah I\u2019ve been feeling that too. It would be nice to meet people in person.""}, {""speaker"": ""A"", ""message"": ""There\u2019s a meditation event next Thursday that looks really grounding.""}, {""speaker"": ""B"", ""message"": ""Wait that actually sounds amazing.""}, {""speaker"": ""A"", ""message"": ""You should come if you\u2019re free.""}, {""speaker"": ""B"", ""message"": ""I\u2019d definitely be down.""}, {""speaker"": ""A"", ""message"": ""Amazing, I\u2019ll send you the details \ud83d\ude4f""}, {""speaker"": ""B"", ""message"": ""Perfect, thank you :)""}, {""speaker"": ""A"", ""message"": ""I think it could be a nice low-pressure way to meet.""}, {""speaker"": ""B"", ""message"": ""Agreed. I like that it\u2019s centered around practice, not just chatting.""}]",62.2,6,6,10,8.5,2,ready_for_event
